scenario_id,time_id,generator_name,demand,total_wind_generation_capacity,total_generation_capacity,residual_demand,previous_generation_capacity,previous_demand,next_generation_capacity,next_demand,own_generation_capacity,previous_own_generation_capacity,next_own_generation_capacity,target_bid_W2_B1
0,0,W2,92.65150575826738,44.39628504534376,194.39628504534377,48.25522071292362,193.95539151814987,85.14709911983199,191.85678047611034,93.60685276728195,15.430534749799698,16.13667295125701,14.529723097010667,0.25
0,1,W2,93.60685276728195,41.856780476110345,191.85678047611034,51.750072291171605,194.39628504534377,92.65150575826738,195.53341236463794,92.7207887203088,14.529723097010667,15.430534749799698,15.512065101774308,0.25
0,2,W2,92.7207887203088,45.53341236463795,195.53341236463794,47.18737635567086,191.85678047611034,93.60685276728195,191.98904848975118,96.05743829963068,15.512065101774308,14.529723097010667,14.015023705787428,0.25
0,3,W2,96.05743829963068,41.989048489751184,191.98904848975118,54.06838980987949,195.53341236463794,92.7207887203088,194.1689181479772,99.89333896249862,14.015023705787428,15.512065101774308,15.30392071786654,0.25
0,4,W2,99.89333896249862,44.16891814797721,194.1689181479772,55.72442081452141,191.98904848975118,96.05743829963068,197.12381401655023,104.35405856071891,15.30392071786654,14.015023705787428,15.241854729146754,0.25
0,5,W2,104.35405856071891,47.123814016550234,197.12381401655023,57.23024454416868,194.1689181479772,99.89333896249862,194.41355599831826,107.72150919940471,15.241854729146754,15.30392071786654,13.85547764070676,0.25
0,6,W2,107.72150919940471,44.41355599831826,194.41355599831826,63.30795320108645,197.12381401655023,104.35405856071891,194.51467196535305,110.32688602031646,13.85547764070676,15.241854729146754,14.088534221123805,0.25
0,7,W2,110.32688602031646,44.51467196535303,194.51467196535305,65.81221405496343,194.41355599831826,107.72150919940471,196.6919862670008,106.6717896946195,14.088534221123805,13.85547764070676,14.898110090944725,0.25
0,8,W2,106.6717896946195,46.69198626700079,196.6919862670008,59.97980342761871,194.51467196535305,110.32688602031646,197.63924528318543,103.02216917137679,14.898110090944725,14.088534221123805,15.980027415535142,0.25
0,9,W2,103.02216917137679,47.639245283185424,197.63924528318543,55.382923888191364,196.6919862670008,106.6717896946195,198.05348411750882,99.39924567585562,15.980027415535142,14.898110090944725,15.502176013418845,0.25
0,10,W2,99.39924567585562,48.053484117508816,198.05348411750882,51.34576155834681,197.63924528318543,103.02216917137679,199.36247190316524,101.66634515060508,15.502176013418845,15.980027415535142,15.147330876597897,0.25
