scenario_id,time_id,generator_name,demand,previous_demand,next_demand,total_wind_generation_capacity,previous_wind_generation_capacity,next_wind_generation_capacity,residual_demand,previous_residual_demand,next_residual_demand,total_demand_over_horizon,total_wind_over_horizon,total_residual_over_horizon,target_bid_W3_B1
0,0,W3,92.65150575826738,85.14709911983199,93.60685276728195,44.39628504534376,43.955391518149874,41.856780476110345,48.25522071292362,41.19170760168212,51.750072291171605,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,1,W3,93.60685276728195,92.65150575826738,92.7207887203088,41.856780476110345,44.39628504534376,45.53341236463795,51.750072291171605,48.25522071292362,47.18737635567086,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,2,W3,92.7207887203088,93.60685276728195,96.05743829963068,45.53341236463795,41.856780476110345,41.989048489751184,47.18737635567086,51.750072291171605,54.06838980987949,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,3,W3,96.05743829963068,92.7207887203088,99.89333896249862,41.989048489751184,45.53341236463795,44.16891814797721,54.06838980987949,47.18737635567086,55.72442081452141,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,4,W3,99.89333896249862,96.05743829963068,104.35405856071891,44.16891814797721,41.989048489751184,47.123814016550234,55.72442081452141,54.06838980987949,57.23024454416868,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,5,W3,104.35405856071891,99.89333896249862,107.72150919940471,47.123814016550234,44.16891814797721,44.41355599831826,57.23024454416868,55.72442081452141,63.30795320108645,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,6,W3,107.72150919940471,104.35405856071891,110.32688602031646,44.41355599831826,47.123814016550234,44.51467196535303,63.30795320108645,57.23024454416868,65.81221405496343,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,7,W3,110.32688602031646,107.72150919940471,106.6717896946195,44.51467196535303,44.41355599831826,46.69198626700079,65.81221405496343,63.30795320108645,59.97980342761871,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,8,W3,106.6717896946195,110.32688602031646,103.02216917137679,46.69198626700079,44.51467196535303,47.639245283185424,59.97980342761871,65.81221405496343,55.382923888191364,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
0,9,W3,103.02216917137679,106.6717896946195,99.39924567585562,47.639245283185424,46.69198626700079,48.053484117508816,55.382923888191364,59.97980342761871,51.34576155834681,2405.591816863427,1136.4817131234586,1269.1101037399685,0.5
