scenario_id,time_id,generator_name,demand,total_wind_generation_capacity,total_generation_capacity,residual_demand,previous_generation_capacity,previous_demand,next_generation_capacity,next_demand,own_generation_capacity,previous_own_generation_capacity,next_own_generation_capacity,target_bid_W2_B1
0,0,W2,0.37620648306755033,0.1492293363710855,0.1492293363710857,0.6715091406680447,0.14496705820440903,0.28398428865508507,0.12467902158531459,0.3879468113628569,0.1938443765645472,0.21218924200123768,0.17044206166342304,0.25
0,1,W2,0.3879468113628569,0.1246790215853145,0.12467902158531459,0.6969913560710566,0.1492293363710857,0.37620648306755033,0.16022235996253323,0.3770579063849025,0.17044206166342304,0.1938443765645472,0.1959624652515684,0.25
0,2,W2,0.3770579063849025,0.16022235996253323,0.16022235996253323,0.6637231047465859,0.12467902158531459,0.3879468113628569,0.12595770460495234,0.41806223371099316,0.1959624652515684,0.17044206166342304,0.1570706124869723,0.25
0,3,W2,0.41806223371099316,0.12595770460495226,0.12595770460495234,0.7138950399791171,0.16022235996253323,0.3770579063849025,0.14703129783638894,0.4652018936097626,0.1570706124869723,0.1959624652515684,0.19055505250104654,0.25
0,4,W2,0.4652018936097626,0.147031297836389,0.14703129783638894,0.7259697555513035,0.12595770460495234,0.41806223371099316,0.17559735147201616,0.5200199984682615,0.19055505250104654,0.1570706124869723,0.18894263129382421,0.25
0,5,W2,0.5200199984682615,0.17559735147201616,0.17559735147201616,0.736949256047595,0.14703129783638894,0.4652018936097626,0.14939630095831694,0.561402842234309,0.18894263129382421,0.19055505250104654,0.1529257424193029,0.25
0,6,W2,0.561402842234309,0.14939630095831685,0.14939630095831694,0.7812640081006617,0.17559735147201616,0.5200199984682615,0.15037382580731573,0.593420505891452,0.1529257424193029,0.18894263129382421,0.1589803526897322,0.25
0,7,W2,0.593420505891452,0.1503738258073155,0.15037382580731573,0.7995234715070632,0.14939630095831694,0.561402842234309,0.17142271547682686,0.5485027635321452,0.1589803526897322,0.1529257424193029,0.18001244012248413,0.25
0,8,W2,0.5485027635321452,0.17142271547682672,0.17142271547682686,0.7569972753018096,0.15037382580731573,0.593420505891452,0.18058021308984057,0.5036523137041242,0.18001244012248413,0.1589803526897322,0.20811972520106256,0.25
0,9,W2,0.5036523137041242,0.18058021308984043,0.18058021308984057,0.7234797790697927,0.17142271547682686,0.5485027635321452,0.18458481064100773,0.4591299455752163,0.20811972520106256,0.18001244012248413,0.1957055552093159,0.25
